"DMS_ORIG","DMS_DEST","SCTG2","DMS_MODE","Total KTons in 2015"
"Tucson AZ","Cleveland OH","Plastics/rubber","Truck","0.045634"
"Tucson AZ","Portland OR-WA (OR Part)","Plastics/rubber","Truck","0.181676"
"Tucson AZ","Rest of OR","Plastics/rubber","Truck","0.105333"
"Tucson AZ","Philadelphia PA-NJ-DE-MD (PA Part)","Plastics/rubber","Truck","0.130741"
"Tucson AZ","Pittsburgh PA-OH-WV (PA Part)","Plastics/rubber","Truck","0.230262"
"Tucson AZ","Nashville TN","Plastics/rubber","Truck","0.091372"
"Tucson AZ","El Paso TX-NM (TX Part)","Plastics/rubber","Truck","0.701920"
"Tucson AZ","Houston TX","Plastics/rubber","Truck","0.122873"
"Tucson AZ","Rest of TX","Plastics/rubber","Truck","0.087177"
"Tucson AZ","Salt Lake City UT","Plastics/rubber","Truck","0.209262"
"Tucson AZ","Virginia Beach-Norfolk VA-NC (VA Part)","Plastics/rubber","Truck","0.137899"
"Tucson AZ","Milwaukee WI","Plastics/rubber","Truck","0.094578"
"Tucson AZ","Rest of WI","Plastics/rubber","Truck","0.072757"
"Rest of AZ","Birmingham AL","Plastics/rubber","Truck","0.000123"
"Rest of AZ","Rest of AL","Plastics/rubber","Truck","0.287926"
"Rest of AZ","Phoenix AZ","Plastics/rubber","Truck","5.449299"
"Rest of AZ","Tucson AZ","Plastics/rubber","Truck","2.289295"
"Rest of AZ","Rest of AZ","Plastics/rubber","Truck","19.602524"
"Rest of AZ","Arkansas","Plastics/rubber","Truck","2.883123"
"Rest of AZ","Los Angeles CA","Plastics/rubber","Truck","14.630617"
"Rest of AZ","Sacramento CA","Plastics/rubber","Truck","2.695011"
"Rest of AZ","San Diego CA","Plastics/rubber","Truck","1.168493"
"Rest of AZ","San Francisco CA","Plastics/rubber","Truck","1.343091"
"Rest of AZ","Fresno CA","Plastics/rubber","Truck","0.397255"
"Rest of AZ","Rest of CA","Plastics/rubber","Truck","7.983471"
"Rest of AZ","Denver CO","Plastics/rubber","Truck","0.353420"
"Rest of AZ","Rest of CO","Plastics/rubber","Truck","3.838489"
"Rest of AZ","Philadelphia PA-NJ-DE-MD (DE Part)","Plastics/rubber","Truck","0.630857"
"Rest of AZ","Miami FL","Plastics/rubber","Truck","0.232588"
"Rest of AZ","Tampa FL","Plastics/rubber","Truck","0.093218"
"Rest of AZ","Atlanta GA","Plastics/rubber","Truck","0.252005"
"Rest of AZ","Idaho","Plastics/rubber","Truck","1.182874"
"Rest of AZ","Chicago IL-IN-WI (IL Part)","Plastics/rubber","Truck","0.254055"
"Rest of AZ","Rest of IL","Plastics/rubber","Truck","0.191683"
"Rest of AZ","Indianapolis IN","Plastics/rubber","Truck","0.773190"
"Rest of AZ","Rest of IN","Plastics/rubber","Truck","0.058060"
"Rest of AZ","Kansas City MO-KS (KS Part)","Plastics/rubber","Truck","5.143299"
"Rest of AZ","Rest of KS","Plastics/rubber","Truck","2.523910"
"Rest of AZ","Rest of KY","Plastics/rubber","Truck","0.236618"
"Rest of AZ","Maine","Plastics/rubber","Truck","0.000114"
"Rest of AZ","Baltimore MD","Plastics/rubber","Truck","0.275276"
"Rest of AZ","Rest of MI","Plastics/rubber","Truck","1.803451"
"Rest of AZ","Minneapolis-St. Paul MN-WI (MN Part)","Plastics/rubber","Truck","0.111128"
"Rest of AZ","St. Louis MO-IL (MO Part)","Plastics/rubber","Truck","0.286313"
"Rest of AZ","Rest of MO","Plastics/rubber","Truck","0.262726"
"Rest of AZ","Montana","Plastics/rubber","Truck","0.016196"
"Rest of AZ","Las Vegas NV-AZ (NV Part)","Plastics/rubber","Truck","3.621579"
"Rest of AZ","Rest of NV","Plastics/rubber","Truck","0.316115"
"Rest of AZ","New York NY-NJ-CT-PA (NJ Part)","Plastics/rubber","Truck","0.007462"
"Rest of AZ","New Mexico","Plastics/rubber","Truck","1.580701"
"Rest of AZ","Raleigh-Durham NC","Plastics/rubber","Truck","0.173319"
"Rest of AZ","Rest of NC","Plastics/rubber","Truck","0.124852"
"Rest of AZ","Dayton OH","Plastics/rubber","Truck","0.126390"
"Rest of AZ","Rest of OH","Plastics/rubber","Truck","0.080125"
"Rest of AZ","Portland OR-WA (OR Part)","Plastics/rubber","Truck","4.584121"
"Rest of AZ","Rest of OR","Plastics/rubber","Truck","4.208815"
"Rest of AZ","New York NY-NJ-CT-PA (PA Part)","Plastics/rubber","Truck","1.214472"
"Rest of AZ","Rest of PA","Plastics/rubber","Truck","0.216499"
"Rest of AZ","Greenville SC","Plastics/rubber","Truck","0.128003"
"Rest of AZ","Memphis TN-MS-AR (TN Part)","Plastics/rubber","Truck","0.998653"
"Rest of AZ","Nashville TN","Plastics/rubber","Truck","0.221345"
"Rest of AZ","Rest of TN","Plastics/rubber","Truck","0.101891"
"Rest of AZ","Dallas-Fort Worth TX-OK (TX Part)","Plastics/rubber","Truck","3.349065"
"Rest of AZ","El Paso TX-NM (TX Part)","Plastics/rubber","Truck","0.379873"
"Rest of AZ","Houston TX","Plastics/rubber","Truck","1.914376"
"Rest of AZ","Laredo TX","Plastics/rubber","Truck","2.371879"
"Rest of AZ","San Antonio TX","Plastics/rubber","Truck","3.406605"
"Rest of AZ","Rest of TX","Plastics/rubber","Truck","2.262445"
"Rest of AZ","Salt Lake City UT","Plastics/rubber","Truck","1.554802"
"Rest of AZ","Rest of UT","Plastics/rubber","Truck","0.405630"
"Rest of AZ","Seattle WA","Plastics/rubber","Truck","0.351680"
"Rest of AZ","Rest of WA","Plastics/rubber","Truck","3.215421"
"Rest of AZ","Milwaukee WI","Plastics/rubber","Truck","0.190205"
"Rest of AZ","Rest of WI","Plastics/rubber","Truck","0.228845"
"Rest of AZ","Wyoming","Plastics/rubber","Truck","0.287999"
"Arkansas","Birmingham AL","Plastics/rubber","Truck","0.302894"
"Arkansas","Rest of AL","Plastics/rubber","Truck","4.208725"
"Arkansas","Phoenix AZ","Plastics/rubber","Truck","6.901885"
"Arkansas","Rest of AZ","Plastics/rubber","Truck","1.021993"
"Arkansas","Arkansas","Plastics/rubber","Truck","530.637085"
"Arkansas","Los Angeles CA","Plastics/rubber","Truck","63.032692"
"Arkansas","Sacramento CA","Plastics/rubber","Truck","0.110864"
"Arkansas","San Diego CA","Plastics/rubber","Truck","2.037298"
"Arkansas","San Francisco CA","Plastics/rubber","Truck","3.397732"
"Arkansas","Fresno CA","Plastics/rubber","Truck","0.344627"
"Arkansas","Rest of CA","Plastics/rubber","Truck","0.350515"
"Arkansas","Denver CO","Plastics/rubber","Truck","10.794373"
"Arkansas","Rest of CO","Plastics/rubber","Truck","4.812613"
"Arkansas","Hartford CT","Plastics/rubber","Truck","0.367707"
"Arkansas","Jacksonville FL-GA  CFS Area (FL Part)","Plastics/rubber","Truck","0.283032"
"Arkansas","Miami FL","Plastics/rubber","Truck","2.249452"
"Arkansas","Orlando FL","Plastics/rubber","Truck","0.486205"
"Arkansas","Tampa FL","Plastics/rubber","Truck","2.832709"
"Arkansas","Rest of FL","Plastics/rubber","Truck","5.677441"
"Arkansas","Atlanta GA","Plastics/rubber","Truck","69.047722"
"Arkansas","Rest of GA","Plastics/rubber","Truck","1.075424"
"Arkansas","Idaho","Plastics/rubber","Truck","0.803266"
"Arkansas","Chicago IL-IN-WI (IL Part)","Plastics/rubber","Truck","18.523588"
"Arkansas","St. Louis MO-IL (IL Part)","Plastics/rubber","Truck","1.048831"
"Arkansas","Rest of IL","Plastics/rubber","Truck","12.428342"
"Arkansas","Indianapolis IN","Plastics/rubber","Truck","11.232106"
"Arkansas","Fort Wayne IN","Plastics/rubber","Truck","1.469470"
"Arkansas","Rest of IN","Plastics/rubber","Truck","6.800677"
"Arkansas","Iowa","Plastics/rubber","Truck","6.685517"
"Arkansas","Kansas City MO-KS (KS Part)","Plastics/rubber","Truck","0.382064"
"Arkansas","Wichita KS","Plastics/rubber","Truck","3.175277"
"Arkansas","Rest of KS","Plastics/rubber","Truck","51.467117"
"Arkansas","Cincinnati OH-KY-IN (KY Part)","Plastics/rubber","Truck","2.277699"
"Arkansas","Louisville KY-IN (KY Part)","Plastics/rubber","Truck","9.827792"
"Arkansas","Rest of KY","Plastics/rubber","Truck","2.006361"
"Arkansas","Baton Rouge LA","Plastics/rubber","Truck","7.616020"
"Arkansas","Lake Charles LA","Plastics/rubber","Truck","4.100471"
"Arkansas","New Orleans LA-MS (LA Part)","Plastics/rubber","Truck","1.101845"
"Arkansas","Rest of LA","Plastics/rubber","Truck","13.193672"
"Arkansas","Maine","Plastics/rubber","Truck","14.459643"
"Arkansas","Baltimore MD","Plastics/rubber","Truck","0.368951"
"Arkansas","Boston MA-RI-NH-CT (MA Part)","Plastics/rubber","Truck","0.281647"
"Arkansas","Detroit MI","Plastics/rubber","Truck","1.160968"
"Arkansas","Grand Rapids MI","Plastics/rubber","Truck","12.363360"
"Arkansas","Rest of MI","Plastics/rubber","Truck","11.844916"
"Arkansas","Minneapolis-St. Paul MN-WI (MN Part)","Plastics/rubber","Truck","1.086441"
"Arkansas","Rest of MN","Plastics/rubber","Truck","2.552263"
"Arkansas","Mississippi","Plastics/rubber","Truck","40.913181"
"Arkansas","Kansas City MO-KS (MO Part)","Plastics/rubber","Truck","5.105766"
"Arkansas","St. Louis MO-IL (MO Part)","Plastics/rubber","Truck","9.256333"
"Arkansas","Rest of MO","Plastics/rubber","Truck","24.505100"
"Arkansas","Omaha NE-IA (NE Part)","Plastics/rubber","Truck","1.336574"
"Arkansas","Rest of NE","Plastics/rubber","Truck","58.139683"
"Arkansas","Rest of NH","Plastics/rubber","Truck","0.236658"
"Arkansas","New York NY-NJ-CT-PA (NJ Part)","Plastics/rubber","Truck","2.293017"
"Arkansas","Philadelphia PA-NJ-DE-MD (NJ Part)","Plastics/rubber","Truck","0.357099"
"Arkansas","New Mexico","Plastics/rubber","Truck","0.337188"
"Arkansas","Albany NY  CFS Area","Plastics/rubber","Truck","4.374143"
"Arkansas","Buffalo NY  CFS Area","Plastics/rubber","Truck","1.246610"
"Arkansas","New York NY-NJ-CT-PA (NY Part)","Plastics/rubber","Truck","3.521851"
"Arkansas","Rochester NY","Plastics/rubber","Truck","1.138443"
"Arkansas","Rest of NY","Plastics/rubber","Truck","1.081739"
"Arkansas","Charlotte NC-SC (NC Part)","Plastics/rubber","Truck","1.304345"
"Arkansas","Greensboro--Winston-Salem--High Point NC","Plastics/rubber","Truck","0.337808"
"Arkansas","Rest of NC","Plastics/rubber","Truck","43.705925"
"Arkansas","North Dakota","Plastics/rubber","Truck","0.408836"
"Arkansas","Cincinnati OH-KY-IN (OH Part)","Plastics/rubber","Truck","2.323159"
"Arkansas","Cleveland OH","Plastics/rubber","Truck","54.288223"
"Arkansas","Columbus OH","Plastics/rubber","Truck","3.461151"
"Arkansas","Dayton OH","Plastics/rubber","Truck","3.276625"
"Arkansas","Rest of OH","Plastics/rubber","Truck","11.028422"
"Arkansas","Oklahoma City OK","Plastics/rubber","Truck","43.568848"
"Arkansas","Tulsa OK","Plastics/rubber","Truck","19.229187"
"Arkansas","Rest of OK","Plastics/rubber","Truck","15.419086"
"Arkansas","Portland OR-WA (OR Part)","Plastics/rubber","Truck","0.268259"
"Arkansas","Rest of OR","Plastics/rubber","Truck","22.718931"
"Arkansas","Philadelphia PA-NJ-DE-MD (PA Part)","Plastics/rubber","Truck","49.449669"
"Arkansas","Pittsburgh PA-OH-WV (PA Part)","Plastics/rubber","Truck","0.373336"
"Arkansas","New York NY-NJ-CT-PA (PA Part)","Plastics/rubber","Truck","18.607281"
"Arkansas","Rest of PA","Plastics/rubber","Truck","38.719925"
"Arkansas","Boston MA-RI-NH-CT (RI Part)","Plastics/rubber","Truck","0.556163"
"Arkansas","Charleston SC","Plastics/rubber","Truck","0.010717"
"Arkansas","Greenville SC","Plastics/rubber","Truck","20.523460"
"Arkansas","Rest of SC","Plastics/rubber","Truck","19.477615"
"Arkansas","South Dakota","Plastics/rubber","Truck","0.160338"
"Arkansas","Memphis TN-MS-AR (TN Part)","Plastics/rubber","Truck","272.007111"
"Arkansas","Nashville TN","Plastics/rubber","Truck","3.614141"
"Arkansas","Knoxville TN","Plastics/rubber","Truck","1.194290"
"Arkansas","Rest of TN","Plastics/rubber","Truck","10.142731"
"Arkansas","Austin TX","Plastics/rubber","Truck","13.294011"
"Arkansas","Beaumont TX","Plastics/rubber","Truck","4.882823"
"Arkansas","Corpus Christi TX","Plastics/rubber","Truck","0.022717"
"Arkansas","Dallas-Fort Worth TX-OK (TX Part)","Plastics/rubber","Truck","70.376701"
"Arkansas","El Paso TX-NM (TX Part)","Plastics/rubber","Truck","4.347203"
"Arkansas","Houston TX","Plastics/rubber","Truck","27.742554"
"Arkansas","Laredo TX","Plastics/rubber","Truck","5.587945"
"Arkansas","San Antonio TX","Plastics/rubber","Truck","3.482318"
"Arkansas","Rest of TX","Plastics/rubber","Truck","132.615341"
"Arkansas","Salt Lake City UT","Plastics/rubber","Truck","2.051176"
"Arkansas","Rest of UT","Plastics/rubber","Truck","0.319753"
"Arkansas","Richmond VA","Plastics/rubber","Truck","1.503268"
"Arkansas","Virginia Beach-Norfolk VA-NC (VA Part)","Plastics/rubber","Truck","0.241762"
"Arkansas","Washington DC-VA-MD-WV (VA Part)","Plastics/rubber","Truck","0.255878"
"Arkansas","Rest of VA","Plastics/rubber","Truck","4.443067"
"Arkansas","Seattle WA","Plastics/rubber","Truck","9.524402"
"Arkansas","Portland OR-WA (WA Part)","Plastics/rubber","Truck","0.172805"
"Arkansas","Rest of WA","Plastics/rubber","Truck","5.360501"
"Arkansas","West Virginia","Plastics/rubber","Truck","0.381159"
"Arkansas","Milwaukee WI","Plastics/rubber","Truck","1.110313"
"Arkansas","Rest of WI","Plastics/rubber","Truck","17.930868"
"Arkansas","Wyoming","Plastics/rubber","Truck","3.159192"
"Los Angeles CA","Birmingham AL","Plastics/rubber","Truck","1.583788"
"Los Angeles CA","Mobile AL","Plastics/rubber","Truck","0.977852"
"Los Angeles CA","Rest of AL","Plastics/rubber","Truck","16.273458"
"Los Angeles CA","Phoenix AZ","Plastics/rubber","Truck","172.839401"
"Los Angeles CA","Tucson AZ","Plastics/rubber","Truck","77.063843"
"Los Angeles CA","Rest of AZ","Plastics/rubber","Truck","33.480137"
"Los Angeles CA","Arkansas","Plastics/rubber","Truck","7.488080"
"Los Angeles CA","Los Angeles CA","Plastics/rubber","Truck","3826.271484"
"Los Angeles CA","Sacramento CA","Plastics/rubber","Truck","49.144379"
"Los Angeles CA","San Diego CA","Plastics/rubber","Truck","220.202087"
"Los Angeles CA","San Francisco CA","Plastics/rubber","Truck","418.179901"
"Los Angeles CA","Fresno CA","Plastics/rubber","Truck","48.127670"
"Los Angeles CA","Rest of CA","Plastics/rubber","Truck","192.452957"
"Los Angeles CA","Denver CO","Plastics/rubber","Truck","104.140503"
"Los Angeles CA","Rest of CO","Plastics/rubber","Truck","31.059725"
"Los Angeles CA","Hartford CT","Plastics/rubber","Truck","2.440573"
"Los Angeles CA","New York NY-NJ-CT-PA (CT Part)","Plastics/rubber","Truck","1.188498"
"Los Angeles CA","Philadelphia PA-NJ-DE-MD (DE Part)","Plastics/rubber","Truck","0.303093"
"Los Angeles CA","Jacksonville FL-GA  CFS Area (FL Part)","Plastics/rubber","Truck","9.963122"
"Los Angeles CA","Miami FL","Plastics/rubber","Truck","25.913958"
"Los Angeles CA","Orlando FL","Plastics/rubber","Truck","2.091549"
"Los Angeles CA","Tampa FL","Plastics/rubber","Truck","5.669888"
"Los Angeles CA","Rest of FL","Plastics/rubber","Truck","7.492935"
"Los Angeles CA","Atlanta GA","Plastics/rubber","Truck","17.899792"
"Los Angeles CA","Savannah GA","Plastics/rubber","Truck","0.119537"
"Los Angeles CA","Rest of GA","Plastics/rubber","Truck","9.379309"
"Los Angeles CA","Idaho","Plastics/rubber","Truck","163.267136"
"Los Angeles CA","Chicago IL-IN-WI (IL Part)","Plastics/rubber","Truck","28.411827"
"Los Angeles CA","St. Louis MO-IL (IL Part)","Plastics/rubber","Truck","1.991312"
"Los Angeles CA","Rest of IL","Plastics/rubber","Truck","0.804840"
"Los Angeles CA","Chicago IL-IN-WI (IN Part)","Plastics/rubber","Truck","0.141860"
"Los Angeles CA","Indianapolis IN","Plastics/rubber","Truck","3.349149"
"Los Angeles CA","Rest of IN","Plastics/rubber","Truck","0.173949"
"Los Angeles CA","Iowa","Plastics/rubber","Truck","40.294491"
"Los Angeles CA","Kansas City MO-KS (KS Part)","Plastics/rubber","Truck","0.570089"
"Los Angeles CA","Wichita KS","Plastics/rubber","Truck","1.119248"
"Los Angeles CA","Rest of KS","Plastics/rubber","Truck","2.278908"
"Los Angeles CA","Cincinnati OH-KY-IN (KY Part)","Plastics/rubber","Truck","4.333323"
"Los Angeles CA","Louisville KY-IN (KY Part)","Plastics/rubber","Truck","4.044500"
"Los Angeles CA","Rest of KY","Plastics/rubber","Truck","1.585136"
"Los Angeles CA","Baton Rouge LA","Plastics/rubber","Truck","1.254177"
"Los Angeles CA","New Orleans LA-MS (LA Part)","Plastics/rubber","Truck","1.344679"
"Los Angeles CA","Rest of LA","Plastics/rubber","Truck","0.708481"
"Los Angeles CA","Maine","Plastics/rubber","Truck","1.711078"
"Los Angeles CA","Baltimore MD","Plastics/rubber","Truck","2.987192"
"Los Angeles CA","Washington DC-VA-MD-WV (MD Part)","Plastics/rubber","Truck","1.133645"
"Los Angeles CA","Rest of MD","Plastics/rubber","Truck","0.298266"
"Los Angeles CA","Boston MA-RI-NH-CT (MA Part)","Plastics/rubber","Truck","24.111082"
"Los Angeles CA","Rest of MA","Plastics/rubber","Truck","2.588346"
"Los Angeles CA","Detroit MI","Plastics/rubber","Truck","8.979864"
"Los Angeles CA","Grand Rapids MI","Plastics/rubber","Truck","8.206332"
"Los Angeles CA","Rest of MI","Plastics/rubber","Truck","1.500862"
"Los Angeles CA","Minneapolis-St. Paul MN-WI (MN Part)","Plastics/rubber","Truck","8.429445"
"Los Angeles CA","Rest of MN","Plastics/rubber","Truck","1.117435"
"Los Angeles CA","Mississippi","Plastics/rubber","Truck","1.099708"
"Los Angeles CA","Kansas City MO-KS (MO Part)","Plastics/rubber","Truck","9.586545"
"Los Angeles CA","St. Louis MO-IL (MO Part)","Plastics/rubber","Truck","11.816672"
"Los Angeles CA","Rest of MO","Plastics/rubber","Truck","7.498730"
"Los Angeles CA","Montana","Plastics/rubber","Truck","54.741268"
"Los Angeles CA","Omaha NE-IA (NE Part)","Plastics/rubber","Truck","1.892812"
"Los Angeles CA","Las Vegas NV-AZ (NV Part)","Plastics/rubber","Truck","48.166023"
"Los Angeles CA","Rest of NV","Plastics/rubber","Truck","30.053223"
"Los Angeles CA","Boston MA-RI-NH-CT (NH Part)","Plastics/rubber","Truck","0.259668"
"Los Angeles CA","New York NY-NJ-CT-PA (NJ Part)","Plastics/rubber","Truck","22.550699"
"Los Angeles CA","Philadelphia PA-NJ-DE-MD (NJ Part)","Plastics/rubber","Truck","35.850571"
"Los Angeles CA","New Mexico","Plastics/rubber","Truck","90.804222"
"Los Angeles CA","Albany NY  CFS Area","Plastics/rubber","Truck","1.313502"
"Los Angeles CA","Buffalo NY  CFS Area","Plastics/rubber","Truck","4.172225"
"Los Angeles CA","New York NY-NJ-CT-PA (NY Part)","Plastics/rubber","Truck","18.648300"
"Los Angeles CA","Rochester NY","Plastics/rubber","Truck","1.099853"
"Los Angeles CA","Rest of NY","Plastics/rubber","Truck","2.076371"
"Los Angeles CA","Charlotte NC-SC (NC Part)","Plastics/rubber","Truck","2.639433"
"Los Angeles CA","Greensboro--Winston-Salem--High Point NC","Plastics/rubber","Truck","1.074584"
"Los Angeles CA","Raleigh-Durham NC","Plastics/rubber","Truck","9.753216"
"Los Angeles CA","Rest of NC","Plastics/rubber","Truck","8.651713"
"Los Angeles CA","North Dakota","Plastics/rubber","Truck","1.833704"
"Los Angeles CA","Cincinnati OH-KY-IN (OH Part)","Plastics/rubber","Truck","10.087919"
"Los Angeles CA","Cleveland OH","Plastics/rubber","Truck","30.778002"
"Los Angeles CA","Columbus OH","Plastics/rubber","Truck","6.660694"
"Los Angeles CA","Dayton OH","Plastics/rubber","Truck","0.366408"
"Los Angeles CA","Rest of OH","Plastics/rubber","Truck","1.997140"
"Los Angeles CA","Oklahoma City OK","Plastics/rubber","Truck","11.612977"
"Los Angeles CA","Tulsa OK","Plastics/rubber","Truck","1.023591"
"Los Angeles CA","Rest of OK","Plastics/rubber","Truck","19.517429"
"Los Angeles CA","Portland OR-WA (OR Part)","Plastics/rubber","Truck","91.300682"
"Los Angeles CA","Rest of OR","Plastics/rubber","Truck","29.227606"
"Los Angeles CA","Philadelphia PA-NJ-DE-MD (PA Part)","Plastics/rubber","Truck","5.215578"
"Los Angeles CA","Pittsburgh PA-OH-WV (PA Part)","Plastics/rubber","Truck","11.283209"
"Los Angeles CA","New York NY-NJ-CT-PA (PA Part)","Plastics/rubber","Truck","2.171798"
"Los Angeles CA","Rest of PA","Plastics/rubber","Truck","54.927452"
